"","x"
"79564",195
"79565",40
"79566",17
"79567",25
"79568",23
"79569",215
"79570",3
"79571",138
"79572",98
"79573",25
"79574",4
"79575",37
"79576",15
"79577",43
"79578",58
"79579",43
"79580",72
"79581",78
"79582",16
"79583",48
"79584",27
"79585",79
"79586",17
"79587",50
"79588",22
"79589",54
"79590",29
"79591",19
"79592",4
"79593",40
"79594",70
"79595",62
"79596",32
"79597",24
"79598",20
"79599",68
"79600",72
"79601",34
"79602",4
"79603",33
"79604",41
"79605",23
"79606",30
"79607",126
"79608",49
"79609",71
"79610",54
"79611",617
"79612",21
"79613",45
"79614",20
"79615",391
"79616",19
"79617",151
"79618",157
"79619",32
"79620",54
"79621",32
"79622",22
"79623",17
"79624",25
"79625",88
"79626",24
"79627",1
"79628",23
"79629",108
"79630",53
"79631",36
"79632",24
"79633",53
"79634",31
"79635",21
"79636",104
"79637",57
"79638",36
"79639",7
"79640",20
"79641",30
"79642",29
"79643",17
"79644",23
"79645",34
"79646",17
"79647",19
"79648",6
"79649",104
"79650",47
"79651",244
"79652",370
"79653",40
"79654",33
"79655",399
"79656",84
"79657",67
"79658",29
"79659",144
"79660",54
"79661",31
"79662",19
"79663",20
"79664",22
"79665",15
"79666",3
"79667",24
"79668",17
"79669",40
"79670",40
"79671",26
"79672",18
"79673",24
"79674",15
"79675",75
"79676",61
"79677",29
"79678",22
"79679",41
"79680",19
"79681",36
"79682",27
"79683",15
"79684",1
"79685",28
"79686",27
"79687",12
"79688",12
"79689",2
"79690",17
"79691",15
"79692",246
"79693",341
"79694",318
"79695",1
"79696",20
"79697",37
"79698",35
"79699",16
"79700",25
"79701",19
"79702",15
"79703",16
"79704",16
"79705",24
"79706",31
"79707",257
"79708",233
"79709",4
"79710",37
"79711",6
"79712",27
"79713",7
"79714",22
"79715",79
"79716",66
"79717",48
"79718",65
"79719",52
"79720",21
"79721",33
"79722",33
"79723",48
"79724",26
"79725",32
"79726",25
"79727",33
"79728",25
"79729",13
"79730",51
"79731",170
"79732",33
"79733",15
"79734",20
"79735",17
"79736",17
"79737",18
"79738",15
"79739",45
"79740",41
"79741",36
"79742",26
"79743",111
"79744",92
"79745",52
"79746",32
"79747",15
"79748",43
"79749",104
"79750",102
"79751",97
"79752",2
"79753",14
"79754",13
"79755",48
"79756",34
"79757",34
"79758",28
"79759",103
"79760",77
"79761",31
"79762",46
"79763",27
"79764",21
"79765",398
"79766",390
"79767",32
"79768",5
"79769",5
"79770",4
"79771",11
"79772",34
"79773",9
"79774",11
"79775",21
"79776",31
"79777",18
"79778",24
"79779",14
"79780",7
"79781",61
"79782",53
"79783",41
"79784",200
"79785",207
"79786",187
"79787",156
"79788",233
"79789",22
"79790",20
"79791",19
"79792",8
"79793",16
"79794",11
"79795",20
"79796",1
"79797",35
"79798",50
"79799",29
"79800",22
"79801",72
"79802",17
"79803",18
"79804",38
"79805",30
"79806",15
"79807",13
"79808",16
"79809",45
"79810",23
"79811",22
"79812",37
"79813",18
"79814",92
"79815",6
"79816",17
"79817",23
"79818",21
"79819",18
"79820",22
"79821",12
"79822",15
"79823",1
"79824",23
"79825",49
"79826",18
"79827",14
"79828",7
"79829",62
"79830",20
"79831",35
"79832",92
"79833",53
"79834",51
"79835",21
"79836",0
"79837",28
"79838",25
"79839",11
"79840",4
"79841",7
"79842",72
"79843",171
"79844",8
"79845",3
"79846",14
"79847",108
"79848",64
"79849",120
"79850",93
"79851",21
"79852",45
"79853",7
"79854",7
"79855",20
"79856",15
"79857",33
"79858",52
"79859",19
"79860",51
"79861",60
"79862",58
"79863",9
"79864",6
"79865",23
"79866",33
"79867",21
"79868",17
"79869",18
"79870",41
"79871",38
"79872",16
"79873",356
"79874",22
"79875",28
"79876",21
"79877",34
"79878",23
"79879",18
"79880",12
"79881",127
"79882",112
"79883",70
"79884",24
"79885",12
"79886",19
"79887",71
"79888",49
"79889",25
"79890",29
"79891",9
"79892",5
"79893",197
"79894",21
"79895",17
"79896",25
"79897",16
"79898",9
"79899",24
"79900",19
"79901",15
"79902",265
"79903",100
"79904",59
"79905",23
"79906",22
"79907",32
"79908",16
"79909",22
"79910",43
"79911",457
"79912",23
"79913",15
"79914",42
"79915",18
"79916",26
"79917",39
"79918",19
"79919",5
"79920",15
"79921",548
"79922",30
"79923",28
"79924",25
"79925",33
"79926",27
"79927",24
"79928",15
"79929",16
"79930",23
"79931",37
"79932",24
"79933",145
"79934",1
"79935",27
"79936",5
"79937",80
"79938",37
"79939",16
"79940",54
"79941",45
"79942",575
"79943",22
"79944",35
"79945",559
"79946",16
"79947",24
"79948",28
"79949",21
"79950",32
"79951",29
"79952",24
"79953",99
"79954",15
"79955",17
"79956",33
"79957",15
"79958",21
"79959",26
"79960",18
"79961",30
"79962",19
"79963",50
"79964",18
"79965",6
"79966",17
"79967",141
"79968",35
"79969",25
"79970",23
"79971",32
"79972",29
"79973",70
"79974",22
"79975",17
"79976",14
"79977",41
"79978",187
"79979",37
"79980",26
"79981",26
"79982",23
"79983",28
"79984",129
"79985",21
"79986",26
"79987",21
"79988",15
"79989",15
"79990",17
"79991",21
"79992",3
"79993",67
"79994",15
"79995",47
"79996",40
"79997",46
"79998",25
"79999",5
"80000",19
"80001",20
"80002",30
"80003",20
"80004",24
"80005",33
"80006",16
"80007",23
"80008",98
"80009",18
"80010",18
"80011",26
"80012",26
"80013",21
"80014",28
"80015",50
"80016",14
"80017",1315
"80018",1208
"80019",31
"80020",61
"80021",154
"80022",21
"80023",15
"80024",18
"80025",51
"80026",21
"80027",30
"80028",39
"80029",18
"80030",162
"80031",43
"80032",47
"80033",35
"80034",16
"80035",6
"80036",24
"80037",17
"80038",15
"80039",19
"80040",157
"80041",22
"80042",32
"80043",35
"80044",20
"80045",65
"80046",26
"80047",31
"80048",22
"80049",52
"80050",30
"80051",87
"80052",31
"80053",63
"80054",15
"80055",1
"80056",36
"80057",25
"80058",26
"80059",30
"80060",17
"80061",101
"80062",278
"80063",49
"80064",170
"80065",17
"80066",351
"80067",103
"80068",590
"80069",231
"80070",16
"80071",69
"80072",183
"80073",55
"80074",147
"80075",18
"80076",35
"80077",46
"80078",81
"80079",39
"80080",189
"80081",61
"80082",23
"80083",17
"80084",15
"80085",133
"80086",28
"80087",22
"80088",20
"80089",16
"80090",19
"80091",42
"80092",17
"80093",15
"80094",87
"80095",18
"80096",237
"80097",18
"80098",34
"80099",44
"80100",29
"80101",91
"80102",50
"80103",23
"80104",285
"80105",19
"80106",23
"80107",96
"80108",18
"80109",20
"80110",18
"80111",14
"80112",150
"80113",18
"80114",184
"80115",172
"80116",24
"80117",26
"80118",22
"80119",17
"80120",18
"80121",15
"80122",24
"80123",16
"80124",45
"80125",34
"80126",17
"80127",29
"80128",17
"80129",23
"80130",27
"80131",196
"80132",111
"80133",18
"80134",27
"80135",14
"80136",31
"80137",4
"80138",23
"80139",19
"80140",21
"80141",25
"80142",89
"80143",87
"80144",8
"80145",3
"80146",6
"80147",18
"80148",23
"80149",32
"80150",67
"80151",11
"80152",8
"80153",12
"80154",19
"80155",26
"80156",24
"80157",19
"80158",128
"80159",22
"80160",41
"80161",105
"80162",21
"80163",17
"80164",27
"80165",24
"80166",291
"80167",18
"80168",44
"80169",26
"80170",91
"80171",19
"80172",5
"80173",267
"80174",22
"80175",15
"80176",41
"80177",43
"80178",22
"80179",30
"80180",27
"80181",36
"80182",37
"80183",15
"80184",31
"80185",22
"80186",41
"80187",46
"80188",24
"80189",215
"80190",19
"80191",33
"80192",56
"80193",25
"80194",29
"80195",23
"80196",18
"80197",24
"80198",37
"80199",26
"80200",19
"80201",45
"80202",133
"80203",4
"80204",38
"80205",23
"80206",40
"80207",19
"80208",35
"80209",36
"80210",78
"80211",17
"80212",2
"80213",9
"80214",27
"80215",9
"80216",24
"80217",32
"80218",49
"80219",29
"80220",14
"80221",20
"80222",286
"80223",34
"80224",18
"80225",1
"80226",170
"80227",26
"80228",303
"80229",17
"80230",3
"80231",20
"80232",182
"80233",15
"80234",48
"80235",22
"80236",23
"80237",21
"80238",300
"80239",3
"80240",24
"80241",20
"80242",51
"80243",20
"80244",18
"80245",25
"80246",128
"80247",10
"80248",21
"80249",116
"80250",28
"80251",27
"80252",174
"80253",57
"80254",31
"80255",36
"80256",41
"80257",37
"80258",4
"80259",5
"80260",16
"80261",28
"80262",96
"80263",43
"80264",15
"80265",19
"80266",48
"80267",16
"80268",16
"80269",22
"80270",23
"80271",37
"80272",138
"80273",27
"80274",19
"80275",41
"80276",22
"80277",86
"80278",41
"80279",40
"80280",26
"80281",59
"80282",25
"80283",23
"80284",21
"80285",33
"80286",29
"80287",10
"80288",17
"80289",1
"80290",29
"80291",52
"80292",8
"80293",47
"80294",33
"80295",29
"80296",51
"80297",40
"80298",18
"80299",50
"80300",49
"80301",29
"80302",20
"80303",43
"80304",17
"80305",24
"80306",16
"80307",25
"80308",180
"80309",26
"80310",34
"80311",30
"80312",32
"80313",86
"80314",97
"80315",32
"80316",18
"80317",98
"80318",16
"80319",31
"80320",43
"80321",197
"80322",22
"80323",111
"80324",151
"80325",43
"80326",196
"80327",21
"80328",299
"80329",40
"80330",40
"80331",181
"80332",4
"80333",53
"80334",40
"80335",20
"80336",74
"80337",26
"80338",38
"80339",49
"80340",5
"80341",30
"80342",15
"80343",58
"80344",24
"80345",81
"80346",35
"80347",63
"80348",101
"80349",82
"80350",19
"80351",83
"80352",15
"80353",81
"80354",35
"80355",32
"80356",65
"80357",40
"80358",23
"80359",31
"80360",75
"80361",55
"80362",162
"80363",40
"80364",102
"80365",21
"80366",20
"80367",17
"80368",28
"80369",18
"80370",144
"80371",63
"80372",74
"80373",94
"80374",51
"80375",232
"80376",46
"80377",15
"80378",23
"80379",61
"80380",25
"80381",34
"80382",23
"80383",20
"80384",23
"80385",160
"80386",19
"80387",20
"80388",33
"80389",43
"80390",16
"80391",25
"80392",46
"80393",25
"80394",68
"80395",16
"80396",51
"80397",36
"80398",166
"80399",15
"80400",286
"80401",49
"80402",21
"80403",25
"80404",267
"80405",21
"80406",48
"80407",16
"80408",73
"80409",27
"80410",26
"80411",222
"80412",24
"80413",26
"80414",38
"80415",220
"80416",20
"80417",29
"80418",15
"80419",16
"80420",83
"80421",25
"80422",58
"80423",59
"80424",30
"80425",24
"80426",49
"80427",249
"80428",16
"80429",40
"80430",4
"80431",37
"80432",35
"80433",80
"80434",18
"80435",99
"80436",19
"80437",36
"80438",55
"80439",199
"80440",42
"80441",37
"80442",17
"80443",26
"80444",45
"80445",99
"80446",325
"80447",306
"80448",71
"80449",33
"80450",33
"80451",68
"80452",18
"80453",22
"80454",38
"80455",43
"80456",57
"80457",77
"80458",14
"80459",93
"80460",25
"80461",214
"80462",53
"80463",41
"80464",6
"80465",17
"80466",24
"80467",61
"80468",36
"80469",128
"80470",21
"80471",30
"80472",45
"80473",30
"80474",74
"80475",17
"80476",91
"80477",26
"80478",16
"80479",70
"80480",246
"80481",26
"80482",86
"80483",17
"80484",9
"80485",30
"80486",32
"80487",172
"80488",951
"80489",59
"80490",100
"80491",66
"80492",10
"80493",74
"80494",49
"80495",26
"80496",18
"80497",21
"80498",45
"80499",28
"80500",24
"80501",22
"80502",60
"80503",24
"80504",2
"80505",31
"80506",80
"80507",96
"80508",19
"80509",29
"80510",38
"80511",26
"80512",19
"80513",21
"80514",29
"80515",26
"80516",191
"80517",25
"80518",44
"80519",48
"80520",2
"80521",8
"80522",23
"80523",198
"80524",46
"80525",7
"80526",18
"80527",17
"80528",101
"80529",140
"80530",103
"80531",39
"80532",100
"80533",17
"80534",22
"80535",23
"80536",40
"80537",19
"80538",47
"80539",8
"80540",22
"80541",12
"80542",7
"80543",172
"80544",92
"80545",18
"80546",98
"80547",39
"80548",37
"80549",18
"80550",7
"80551",15
"80552",159
"80553",38
"80554",125
"80555",11
"80556",24
"80557",23
"80558",24
"80559",174
"80560",19
"80561",121
"80562",66
"80563",81
"80564",23
"80565",29
"80566",56
"80567",74
"80568",35
"80569",34
"80570",3
"80571",30
"80572",18
"80573",126
"80574",117
"80575",32
"80576",138
"80577",23
"80578",39
"80579",227
"80580",39
"80581",46
"80582",128
"80583",48
"80584",74
"80585",16
"80586",998
"80587",183
"80588",130
"80589",60
"80590",151
"80591",49
"80592",70
"80593",19
"80594",1024
"80595",147
"80596",6
"80597",138
"80598",13
"80599",9
"80600",41
"80601",18
"80602",16
"80603",45
"80604",30
"80605",41
"80606",52
"80607",21
"80608",16
"80609",28
"80610",50
"80611",139
"80612",26
"80613",36
"80614",82
"80615",92
"80616",132
"80617",36
"80618",72
"80619",5
"80620",6
"80621",29
"80622",64
"80623",33
"80624",649
"80625",18
"80626",17
"80627",35
"80628",64
"80629",16
"80630",103
"80631",42
"80632",14
"80633",29
"80634",21
"80635",51
"80636",21
"80637",89
"80638",111
"80639",31
"80640",14
"80641",36
"80642",17
"80643",147
"80644",51
"80645",12
"80646",38
"80647",47
"80648",55
"80649",22
"80650",32
"80651",41
"80652",116
"80653",22
"80654",40
"80655",16
"80656",19
"80657",122
"80658",55
"80659",116
"80660",74
"80661",5
"80662",4
"80663",43
"80664",43
"80665",46
"80666",21
"80667",36
"80668",54
"80669",42
"80670",39
"80671",20
"80672",55
"80673",24
"80674",34
"80675",25
"80676",115
"80677",10
"80678",80
"80679",24
"80680",99
"80681",64
"80682",28
"80683",72
"80684",46
"80685",40
"80686",11
"80687",55
"80688",22
"80689",21
"80690",1
"80691",19
"80692",29
"80693",89
"80694",99
"80695",45
"80696",43
"80697",77
"80698",41
"80699",32
"80700",152
"80701",24
"80702",10
"80703",133
"80704",38
"80705",96
"80706",59
"80707",62
"80708",49
"80709",12
"80710",50
"80711",29
"80712",37
"80713",25
"80714",38
"80715",31
"80716",31
"80717",1
"80718",186
"80719",28
"80720",186
"80721",153
"80722",28
"80723",38
"80724",48
"80725",37
"80726",59
"80727",17
"80728",187
"80729",36
"80730",92
"80731",162
"80732",115
"80733",141
"80734",34
"80735",37
"80736",84
"80737",69
"80738",134
"80739",32
"80740",28
"80741",30
"80742",25
"80743",16
"80744",87
"80745",169
"80746",4
"80747",8
"80748",18
"80749",37
"80750",40
"80751",105
"80752",17
"80753",15
"80754",31
"80755",144
"80756",7
"80757",175
"80758",31
"80759",132
"80760",20
"80761",40
"80762",133
"80763",167
"80764",54
"80765",22
"80766",70
"80767",20
"80768",273
"80769",90
"80770",73
"80771",153
"80772",15
"80773",67
"80774",34
"80775",28
"80776",166
"80777",14
"80778",56
"80779",85
"80780",83
"80781",111
"80782",48
"80783",63
"80784",79
"80785",153
"80786",15
"80787",154
"80788",72
"80789",104
"80790",34
"80791",126
"80792",57
"80793",16
"80794",2
"80795",39
"80796",11
"80797",24
"80798",32
"80799",10
"80800",35
"80801",33
"80802",125
"80803",176
"80804",17
"80805",16
"80806",42
"80807",54
"80808",24
"80809",18
"80810",74
"80811",32
"80812",54
"80813",17
"80814",7
"80815",86
"80816",44
"80817",16
"80818",19
"80819",18
"80820",116
"80821",22
"80822",28
"80823",61
"80824",19
"80825",57
"80826",25
"80827",21
"80828",27
"80829",8
"80830",26
"80831",56
"80832",17
"80833",19
"80834",53
"80835",39
"80836",99
"80837",16
"80838",49
"80839",26
"80840",86
"80841",29
"80842",25
"80843",41
"80844",18
"80845",29
"80846",23
"80847",20
"80848",17
"80849",15
"80850",15
"80851",3
"80852",30
"80853",31
"80854",45
"80855",31
"80856",23
"80857",27
"80858",42
"80859",39
"80860",2
"80861",22
"80862",45
"80863",14
"80864",16
"80865",20
"80866",20
"80867",40
"80868",41
"80869",16
"80870",105
"80871",19
"80872",19
"80873",159
"80874",15
"80875",54
"80876",140
"80877",35
"80878",177
"80879",57
"80880",6
"80881",21
"80882",40
"80883",184
"80884",42
"80885",28
"80886",68
"80887",88
"80888",30
"80889",20
"80890",16
"80891",56
"80892",3
"80893",15
"80894",15
"80895",50
"80896",33
"80897",119
"80898",38
"80899",31
"80900",52
"80901",48
"80902",30
"80903",28
"80904",44
"80905",148
"80906",51
"80907",130
"80908",16
"80909",40
"80910",129
"80911",224
"80912",80
"80913",23
"80914",222
"80915",40
"80916",79
"80917",22
"80918",9
"80919",23
"80920",18
"80921",109
"80922",54
"80923",32
"80924",25
"80925",22
"80926",33
"80927",22
"80928",84
"80929",120
"80930",64
"80931",86
"80932",85
"80933",80
"80934",31
"80935",23
"80936",50
"80937",94
"80938",68
"80939",29
"80940",1
"80941",15
"80942",17
"80943",24
"80944",12
"80945",40
"80946",67
"80947",68
"80948",20
"80949",80
"80950",83
"80951",69
"80952",102
"80953",43
"80954",29
"80955",82
"80956",41
"80957",69
"80958",51
"80959",44
"80960",82
"80961",66
"80962",62
"80963",80
"80964",31
"80965",38
"80966",92
"80967",48
"80968",24
"80969",82
"80970",30
"80971",61
"80972",43
"80973",52
"80974",37
"80975",84
"80976",56
"80977",59
"80978",80
"80979",26
"80980",19
"80981",23
"80982",32
"80983",19
"80984",10
"80985",25
"80986",25
"80987",124
"80988",126
"80989",19
"80990",118
"80991",130
"80992",18
"80993",104
"80994",23
"80995",50
"80996",58
"80997",70
"80998",26
"80999",27
"81000",22
"81001",28
"81002",56
"81003",47
"81004",9
"81005",94
"81006",121
"81007",45
"81008",16
"81009",18
"81010",6
"81011",36
"81012",20
"81013",33
"81014",33
"81015",39
"81016",180
"81017",32
"81018",54
"81019",88
"81020",83
"81021",34
"81022",15
"81023",17
"81024",11
"81025",19
"81026",43
"81027",65
"81028",103
"81029",99
"81030",30
"81031",20
"81032",28
"81033",29
"81034",86
"81035",16
"81036",61
"81037",26
"81038",17
"81039",55
"81040",37
"81041",82
"81042",49
"81043",28
"81044",61
"81045",30
"81046",27
"81047",3
"81048",17
"81049",38
"81050",44
"81051",19
"81052",48
"81053",15
"81054",44
"81055",197
"81056",32
"81057",14
"81058",21
"81059",67
"81060",1
"81061",87
"81062",166
"81063",156
"81064",44
"81065",29
"81066",30
"81067",262
"81068",201
"81069",36
"81070",104
"81071",186
"81072",44
"81073",16
"81074",79
"81075",59
"81076",33
"81077",33
"81078",128
"81079",18
"81080",97
"81081",29
"81082",20
"81083",25
"81084",15
"81085",119
"81086",21
"81087",86
"81088",53
"81089",17
"81090",43
"81091",148
"81092",15
"81093",21
"81094",69
"81095",21
"81096",69
"81097",46
"81098",45
"81099",64
"81100",55
"81101",252
"81102",44
"81103",3
"81104",127
"81105",79
"81106",30
"81107",22
"81108",33
"81109",26
"81110",28
"81111",40
"81112",33
"81113",53
"81114",19
"81115",286
"81116",59
"81117",23
"81118",48
"81119",56
"81120",20
"81121",68
"81122",34
"81123",28
"81124",49
"81125",18
"81126",0
"81127",203
"81128",29
"81129",55
"81130",19
"81131",24
"81132",14
"81133",69
"81134",24
"81135",6
"81136",190
"81137",49
"81138",58
"81139",18
"81140",31
"81141",15
"81142",15
"81143",154
"81144",75
"81145",263
"81146",104
"81147",111
"81148",29
"81149",111
"81150",29
"81151",22
"81152",222
"81153",31
"81154",15
"81155",131
"81156",55
"81157",8
"81158",59
"81159",55
"81160",6
"81161",34
"81162",10
"81163",58
"81164",68
"81165",28
"81166",43
"81167",0
"81168",19
"81169",9
"81170",48
"81171",18
"81172",52
"81173",34
"81174",20
"81175",21
"81176",26
"81177",17
"81178",138
"81179",15
"81180",78
"81181",143
"81182",99
"81183",11
"81184",32
"81185",41
"81186",18
"81187",15
"81188",17
"81189",23
"81190",19
"81191",42
"81192",81
"81193",39
"81194",29
"81195",54
"81196",22
"81197",112
"81198",154
"81199",26
"81200",65
"81201",16
"81202",17
"81203",22
"81204",26
"81205",46
"81206",18
"81207",16
"81208",132
"81209",51
"81210",84
"81211",69
"81212",77
"81213",74
"81214",87
"81215",99
"81216",117
"81217",18
"81218",76
"81219",102
"81220",0
"81221",32
"81222",30
"81223",226
"81224",153
"81225",82
"81226",71
"81227",122
"81228",28
"81229",144
"81230",169
"81231",108
"81232",9
"81233",62
"81234",3
"81235",29
"81236",19
"81237",34
"81238",27
"81239",99
"81240",144
"81241",66
"81242",14
"81243",20
"81244",18
"81245",46
"81246",159
"81247",62
"81248",69
"81249",18
"81250",143
"81251",25
"81252",15
"81253",81
"81254",308
"81255",27
"81256",30
"81257",12
"81258",27
"81259",65
"81260",18
"81261",13
"81262",107
"81263",12
"81264",33
"81265",23
"81266",57
"81267",15
"81268",45
"81269",29
"81270",131
"81271",39
"81272",19
"81273",59
"81274",56
"81275",22
"81276",15
"81277",42
"81278",17
"81279",72
"81280",19
"81281",83
"81282",315
"81283",48
"81284",19
"81285",53
"81286",24
"81287",186
"81288",65
"81289",40
"81290",37
"81291",37
"81292",66
"81293",56
"81294",42
"81295",21
"81296",44
"81297",67
"81298",29
"81299",15
"81300",42
"81301",45
"81302",54
"81303",7
"81304",40
"81305",36
"81306",38
"81307",69
"81308",25
"81309",19
"81310",39
"81311",57
"81312",40
"81313",57
"81314",45
"81315",93
"81316",16
"81317",86
"81318",18
"81319",18
"81320",105
"81321",45
"81322",18
"81323",20
"81324",91
"81325",69
"81326",36
"81327",11
"81328",24
"81329",217
"81330",22
"81331",132
"81332",15
"81333",26
"81334",20
"81335",219
"81336",52
"81337",32
"81338",75
"81339",74
"81340",63
"81341",27
"81342",21
"81343",92
"81344",221
"81345",35
"81346",212
"81347",91
"81348",16
"81349",24
"81350",71
"81351",18
"81352",0
"81353",41
"81354",80
"81355",48
"81356",91
"81357",33
"81358",90
"81359",21
"81360",19
"81361",84
"81362",26
"81363",37
"81364",142
"81365",19
"81366",18
"81367",43
"81368",52
"81369",40
"81370",238
"81371",32
"81372",69
"81373",49
"81374",35
"81375",23
"81376",2
"81377",91
"81378",17
"81379",242
"81380",34
"81381",45
"81382",15
"81383",34
"81384",27
"81385",229
"81386",33
"81387",23
"81388",29
"81389",21
"81390",45
"81391",18
"81392",198
"81393",38
"81394",226
"81395",40
"81396",166
"81397",32
"81398",24
"81399",21
"81400",15
"81401",40
"81402",20
"81403",190
"81404",39
"81405",34
"81406",105
"81407",8
"81408",182
"81409",8
"81410",5
"81411",3
"81412",28
"81413",29
"81414",46
"81415",15
"81416",23
"81417",22
"81418",26
"81419",75
"81420",62
"81421",13
"81422",114
"81423",139
"81424",22
"81425",192
"81426",65
"81427",110
"81428",63
"81429",71
"81430",16
"81431",74
"81432",186
"81433",37
"81434",30
"81435",45
"81436",141
"81437",182
"81438",85
"81439",21
"81440",39
"81441",51
"81442",128
"81443",12
"81444",44
"81445",43
"81446",41
"81447",85
"81448",141
"81449",50
"81450",45
"81451",85
"81452",17
"81453",60
"81454",75
"81455",83
"81456",115
"81457",31
"81458",3
"81459",110
"81460",1
"81461",70
"81462",189
"81463",69
"81464",32
"81465",4
"81466",120
"81467",128
"81468",19
"81469",48
"81470",27
"81471",59
"81472",23
"81473",27
"81474",53
"81475",25
"81476",1
"81477",113
"81478",121
"81479",18
"81480",78
"81481",27
"81482",22
"81483",25
"81484",29
"81485",15
"81486",25
"81487",29
"81488",52
"81489",21
"81490",17
"81491",29
"81492",17
"81493",12
"81494",6
"81495",32
"81496",121
"81497",38
"81498",16
"81499",26
"81500",52
"81501",130
"81502",35
"81503",16
"81504",25
"81505",8
"81506",26
"81507",16
"81508",6
"81509",20
"81510",37
"81511",18
"81512",40
"81513",85
"81514",15
"81515",36
"81516",81
"81517",20
"81518",14
"81519",19
"81520",16
"81521",58
"81522",43
"81523",30
"81524",63
"81525",17
"81526",65
"81527",16
"81528",35
"81529",22
"81530",9
"81531",56
"81532",122
"81533",44
"81534",84
"81535",37
"81536",20
"81537",69
"81538",61
"81539",62
"81540",110
"81541",52
"81542",81
"81543",36
"81544",74
"81545",122
"81546",68
"81547",52
"81548",19
"81549",61
"81550",78
"81551",85
"81552",52
"81553",54
"81554",21
"81555",55
"81556",27
"81557",90
"81558",65
"81559",31
"81560",14
"81561",31
"81562",130
"81563",76
"81564",40
"81565",16
"81566",73
"81567",8
"81568",39
"81569",18
"81570",128
"81571",78
"81572",18
"81573",87
"81574",58
"81575",47
"81576",63
"81577",52
"81578",22
"81579",75
"81580",9
"81581",49
"81582",74
"81583",29
"81584",61
"81585",6
"81586",48
"81587",62
"81588",69
"81589",34
"81590",49
"81591",27
"81592",75
"81593",24
"81594",56
"81595",9
"81596",67
"81597",53
"81598",20
"81599",188
"81600",23
"81601",106
"81602",60
"81603",32
"81604",17
"81605",240
"81606",65
"81607",16
"81608",28
"81609",48
"81610",42
"81611",25
"81612",71
"81613",26
"81614",17
"81615",39
"81616",171
"81617",69
"81618",94
"81619",58
"81620",135
"81621",16
"81622",44
"81623",15
"81624",19
"81625",91
"81626",49
"81627",19
"81628",207
"81629",8
"81630",23
"81631",16
"81632",42
"81633",157
"81634",61
"81635",142
"81636",30
"81637",71
"81638",35
"81639",49
"81640",147
"81641",33
"81642",163
"81643",5
"81644",16
"81645",67
"81646",32
"81647",176
"81648",38
"81649",28
"81650",52
"81651",229
"81652",31
"81653",45
"81654",183
"81655",18
"81656",19
"81657",29
"81658",43
"81659",31
"81660",304
"81661",39
"81662",199
"81663",155
"81664",93
"81665",25
"81666",123
"81667",1110
"81668",1
"81669",41
"81670",270
"81671",18
"81672",16
"81673",52
"81674",16
"81675",22
"81676",25
"81677",35
"81678",89
"81679",92
"81680",42
"81681",26
"81682",19
"81683",6
"81684",14
"81685",14
"81686",21
"81687",2
"81688",37
"81689",63
"81690",30
"81691",217
"81692",25
"81693",56
"81694",44
"81695",65
"81696",42
"81697",50
"81698",186
"81699",127
"81700",15
"81701",55
"81702",61
"81703",49
"81704",160
"81705",124
"81706",79
"81707",220
"81708",108
"81709",34
"81710",70
"81711",99
"81712",16
"81713",19
"81714",16
"81715",27
"81716",22
"81717",78
"81718",11
"81719",13
"81720",62
"81721",46
"81722",87
"81723",107
"81724",138
"81725",21
"81726",116
"81727",22
"81728",1
"81729",18
"81730",4
"81731",18
"81732",83
"81733",20
"81734",114
"81735",12
"81736",103
"81737",4
"81738",26
"81739",106
"81740",22
"81741",21
"81742",115
"81743",20
"81744",55
"81745",17
"81746",126
"81747",142
"81748",27
"81749",129
"81750",93
"81751",43
"81752",7
"81753",40
"81754",8
"81755",19
"81756",26
"81757",20
"81758",59
"81759",53
"81760",98
"81761",8
"81762",60
"81763",11
"81764",28
"81765",414
"81766",8
"81767",48
"81768",91
"81769",24
"81770",22
"81771",75
"81772",20
"81773",39
"81774",6
"81775",13
"81776",29
"81777",159
"81778",29
"81779",20
"81780",39
"81781",90
"81782",25
"81783",47
"81784",588
"81785",13
"81786",65
"81787",51
"81788",85
"81789",0
"81790",29
"81791",107
"81792",74
"81793",24
"81794",59
"81795",5
"81796",13
"81797",17
"81798",16
"81799",8
"81800",57
"81801",26
"81802",18
"81803",11
"81804",17
"81805",126
"81806",48
"81807",2
"81808",11
"81809",34
"81810",22
"81811",6
"81812",127
"81813",25
"81814",16
"81815",262
"81816",139
"81817",51
"81818",7
"81819",11
"81820",49
"81821",25
"81822",8
"81823",47
"81824",24
"81825",54
"81826",19
"81827",8
"81828",71
"81829",2
"81830",15
"81831",21
"81832",134
"81833",146
"81834",131
"81835",121
"81836",14
"81837",18
"81838",170
"81839",131
"81840",86
"81841",82
"81842",19
"81843",23
"81844",28
"81845",19
"81846",18
"81847",24
"81848",2
"81849",11
"81850",24
"81851",84
"81852",42
"81853",61
"81854",54
"81855",158
"81856",159
"81857",57
"81858",67
"81859",95
"81860",18
"81861",104
"81862",11
"81863",29
"81864",12
"81865",981
"81866",30
"81867",27
"81868",29
"81869",42
"81870",31
"81871",10
"81872",30
"81873",20
"81874",26
"81875",219
"81876",24
"81877",259
"81878",248
"81879",73
"81880",65
"81881",41
"81882",29
"81883",15
"81884",13
"81885",13
"81886",19
"81887",4
"81888",27
"81889",7
"81890",35
"81891",6
"81892",58
"81893",23
"81894",18
