"","x"
"23576",20
"23577",29
"23578",25
"23579",3
"23580",16
"23581",0
"23582",21
"23583",3
"23584",2
"23585",9
"23586",0
"23587",48
"23588",79
"23589",87
"23590",15
"23591",54
"23592",15
"23593",63
"23594",56
"23595",23
"23596",23
"23597",61
"23598",24
"23599",30
"23600",15
"23601",57
"23602",82
"23603",12
"23604",20
"23605",28
"23606",20
"23607",12
"23608",21
"23609",16
"23610",23
"23611",15
"23612",18
"23613",22
"23614",73
"23615",37
"23616",0
"23617",10
"23618",42
"23619",5
"23620",11
"23621",21
"23622",17
"23623",7
"23624",17
"23625",17
"23626",16
"23627",15
"23628",10
"23629",18
"23630",19
"23631",25
"23632",75
"23633",16
"23634",7
"23635",3
"23636",16
"23637",49
"23638",56
"23639",18
"23640",51
"23641",15
"23642",51
"23643",21
"23644",18
"23645",59
"23646",26
"23647",13
"23648",37
"23649",105
"23650",72
"23651",23
"23652",94
"23653",74
"23654",51
"23655",60
"23656",18
"23657",16
"23658",18
"23659",8
"23660",10
"23661",25
"23662",15
"23663",0
"23664",56
"23665",26
"23666",109
"23667",57
"23668",22
"23669",59
"23670",16
"23671",29
"23672",31
"23673",47
"23674",2
"23675",119
"23676",3
"23677",80
"23678",19
"23679",72
"23680",57
"23681",45
"23682",18
"23683",146
"23684",17
"23685",58
"23686",20
"23687",50
"23688",2
"23689",867
"23690",39
"23691",35
"23692",17
"23693",22
"23694",16
"23695",31
"23696",37
"23697",24
"23698",25
"23699",16
"23700",67
"23701",15
"23702",41
"23703",55
"23704",115
"23705",156
"23706",176
"23707",41
"23708",80
"23709",4
"23710",17
"23711",8
"23712",5
"23713",20
"23714",34
"23715",30
"23716",18
"23717",0
"23718",21
"23719",29
"23720",19
"23721",15
"23722",156
"23723",24
"23724",29
"23725",74
"23726",53
"23727",96
"23728",19
"23729",21
"23730",17
"23731",96
"23732",47
"23733",28
"23734",24
"23735",20
"23736",20
"23737",95
"23738",15
"23739",27
"23740",18
"23741",17
"23742",7
"23743",65
"23744",15
"23745",13
"23746",48
"23747",63
"23748",39
"23749",16
"23750",14
"23751",36
"23752",7
"23753",161
"23754",29
"23755",52
"23756",134
"23757",15
"23758",45
"23759",103
"23760",84
"23761",117
"23762",42
"23763",22
"23764",3
"23765",23
"23766",6
"23767",23
"23768",2
"23769",6
"23770",29
"23771",16
"23772",41
"23773",36
"23774",20
"23775",13
"23776",4
"23777",14
"23778",29
"23779",81
"23780",36
"23781",32
"23782",77
"23783",123
"23784",5
"23785",51
"23786",18
"23787",149
"23788",5
"23789",20
"23790",6
"23791",9
"23792",30
"23793",5
"23794",23
"23795",15
"23796",16
"23797",15
"23798",56
"23799",16
"23800",10
"23801",15
"23802",21
"23803",16
"23804",150
"23805",73
"23806",6
"23807",2
"23808",23
"23809",15
"23810",13
"23811",10
"23812",8
"23813",78
"23814",26
"23815",28
"23816",6
"23817",0
"23818",37
"23819",10
"23820",58
"23821",13
"23822",43
"23823",15
"23824",34
"23825",28
"23826",22
"23827",30
"23828",84
"23829",4
"23830",10
"23831",74
"23832",17
"23833",23
"23834",72
"23835",18
"23836",113
"23837",189
"23838",67
"23839",10
"23840",624
"23841",15
"23842",128
"23843",29
"23844",3
"23845",58
"23846",17
"23847",11
"23848",16
"23849",18
"23850",20
"23851",18
"23852",56
"23853",80
"23854",72
"23855",24
"23856",69
"23857",108
"23858",32
"23859",39
"23860",13
"23861",19
"23862",17
"23863",22
"23864",41
"23865",25
"23866",38
"23867",35
"23868",15
"23869",22
"23870",17
"23871",16
"23872",82
"23873",20
"23874",37
"23875",59
"23876",29
"23877",154
"23878",70
"23879",0
"23880",32
"23881",18
"23882",38
"23883",32
"23884",15
"23885",15
"23886",18
"23887",31
"23888",20
"23889",24
"23890",12
"23891",41
"23892",49
"23893",41
"23894",23
"23895",82
"23896",145
"23897",35
"23898",8
"23899",15
"23900",8
"23901",15
"23902",10
"23903",58
"23904",21
"23905",202
"23906",35
"23907",14
"23908",14
"23909",17
"23910",19
"23911",21
"23912",23
"23913",24
"23914",8
"23915",148
"23916",9
"23917",687
"23918",16
"23919",747
"23920",5
"23921",118
"23922",34
"23923",64
"23924",18
"23925",36
"23926",0
"23927",125
"23928",129
"23929",60
"23930",60
"23931",130
"23932",8
"23933",9
"23934",19
"23935",25
"23936",46
"23937",209
"23938",34
"23939",43
"23940",9
"23941",12
"23942",17
"23943",60
"23944",15
"23945",94
"23946",2
"23947",75
"23948",25
"23949",24
"23950",7
"23951",2
"23952",15
"23953",15
"23954",38
"23955",169
"23956",53
"23957",11
"23958",0
"23959",28
"23960",52
"23961",164
"23962",17
"23963",7
"23964",31
"23965",7
"23966",25
"23967",69
"23968",11
"23969",8
"23970",14
"23971",155
"23972",74
"23973",18
"23974",17
"23975",54
"23976",48
"23977",24
"23978",48
"23979",140
"23980",50
"23981",16
"23982",18
"23983",23
"23984",18
"23985",25
"23986",28
"23987",90
"23988",97
"23989",0
"23990",22
"23991",124
"23992",13
"23993",66
"23994",7
"23995",17
"23996",96
"23997",45
"23998",15
"23999",23
"24000",1027
"24001",18
"24002",83
"24003",11
"24004",231
"24005",32
"24006",1
"24007",17
"24008",0
"24009",19
"24010",146
"24011",23
"24012",18
"24013",0
"24014",7
"24015",11
"24016",113
"24017",6
"24018",73
"24019",83
"24020",170
"24021",17
"24022",0
"24023",9
"24024",36
"24025",19
"24026",44
"24027",74
"24028",17
"24029",149
"24030",22
"24031",47
"24032",20
"24033",19
"24034",16
"24035",10
"24036",5
"24037",17
"24038",44
"24039",15
"24040",1
"24041",46
"24042",15
"24043",5
"24044",51
"24045",95
"24046",10
"24047",48
"24048",18
"24049",77
"24050",69
"24051",19
"24052",6
"24053",19
"24054",32
"24055",30
"24056",22
"24057",12
"24058",44
"24059",51
"24060",38
"24061",66
"24062",707
"24063",42
"24064",1
"24065",10
"24066",68
"24067",43
"24068",45
"24069",15
"24070",8
"24071",24
"24072",7
"24073",7
"24074",33
"24075",46
"24076",15
"24077",24
"24078",22
"24079",39
"24080",7
"24081",27
"24082",9
"24083",30
"24084",8
"24085",62
"24086",5
"24087",23
"24088",117
"24089",17
"24090",105
"24091",12
"24092",3
"24093",26
"24094",27
"24095",114
"24096",129
"24097",45
"24098",20
"24099",15
"24100",49
"24101",6
"24102",18
"24103",18
"24104",15
"24105",2
"24106",6
"24107",12
"24108",17
"24109",14
"24110",78
"24111",21
"24112",24
"24113",15
"24114",1
"24115",15
"24116",6
"24117",65
"24118",216
"24119",21
"24120",78
"24121",79
"24122",51
"24123",34
"24124",0
"24125",8
"24126",30
"24127",21
"24128",97
"24129",21
"24130",21
"24131",2
"24132",21
"24133",30
"24134",17
"24135",18
"24136",17
"24137",1
"24138",26
"24139",11
"24140",88
"24141",23
"24142",195
"24143",94
"24144",16
"24145",9
"24146",3
"24147",17
"24148",42
"24149",30
"24150",19
"24151",70
"24152",21
"24153",26
"24154",187
"24155",321
"24156",27
"24157",24
"24158",25
"24159",9
"24160",16
"24161",6
"24162",16
"24163",22
"24164",239
"24165",83
"24166",29
"24167",11
"24168",25
"24169",26
"24170",94
"24171",35
"24172",4
"24173",26
"24174",22
"24175",16
"24176",45
"24177",16
"24178",4
"24179",89
"24180",18
"24181",10
"24182",11
"24183",52
"24184",10
"24185",18
"24186",17
"24187",179
"24188",16
"24189",66
"24190",51
"24191",9
"24192",24
"24193",11
"24194",18
"24195",2
"24196",42
"24197",48
"24198",22
"24199",41
"24200",2
"24201",3
"24202",672
"24203",197
"24204",53
"24205",5
"24206",19
"24207",23
"24208",50
"24209",15
"24210",19
"24211",91
"24212",178
"24213",127
"24214",13
"24215",1097
"24216",16
"24217",59
"24218",34
"24219",118
"24220",891
"24221",41
"24222",101
"24223",202
"24224",91
"24225",48
"24226",18
"24227",31
"24228",40
"24229",6
"24230",9
"24231",34
"24232",9
"24233",15
"24234",122
"24235",76
"24236",11
"24237",37
"24238",16
"24239",19
"24240",39
"24241",70
"24242",80
"24243",43
"24244",42
"24245",20
"24246",94
"24247",3
"24248",49
"24249",94
"24250",52
"24251",12
"24252",5
"24253",62
"24254",6
"24255",23
"24256",23
"24257",23
"24258",15
"24259",79
"24260",2
"24261",17
"24262",9
"24263",41
"24264",92
"24265",26
"24266",20
"24267",4
"24268",34
"24269",16
"24270",45
"24271",27
"24272",20
"24273",15
"24274",23
"24275",23
"24276",24
"24277",34
"24278",23
"24279",72
"24280",69
"24281",58
"24282",41
"24283",5
"24284",4
"24285",20
"24286",76
"24287",43
"24288",48
"24289",66
"24290",290
"24291",28
"24292",1
"24293",17
"24294",21
"24295",16
"24296",27
"24297",21
"24298",25
"24299",165
"24300",19
"24301",14
"24302",74
"24303",44
"24304",39
"24305",40
"24306",21
"24307",33
"24308",10
"24309",56
"24310",88
"24311",59
"24312",10
"24313",71
"24314",12
"24315",104
"24316",38
"24317",51
"24318",2
"24319",5
"24320",207
"24321",14
"24322",29
"24323",60
"24324",17
"24325",16
"24326",2
"24327",12
"24328",40
"24329",27
"24330",136
"24331",106
"24332",53
"24333",42
"24334",92
"24335",20
"24336",71
"24337",29
"24338",21
"24339",73
"24340",29
"24341",11
"24342",1
"24343",143
"24344",3
"24345",74
"24346",23
"24347",49
"24348",28
"24349",12
"24350",22
"24351",0
"24352",43
"24353",3
"24354",33
"24355",932
"24356",75
"24357",81
"24358",71
"24359",109
"24360",17
"24361",6
"24362",58
"24363",43
"24364",18
"24365",108
"24366",54
"24367",69
"24368",15
"24369",16
"24370",57
"24371",31
"24372",21
"24373",28
"24374",111
"24375",28
"24376",5
"24377",76
"24378",21
"24379",70
"24380",199
"24381",29
"24382",49
"24383",4
"24384",18
"24385",7
"24386",68
"24387",109
"24388",80
"24389",10
"24390",37
"24391",48
"24392",6
"24393",29
"24394",109
"24395",16
"24396",100
"24397",8
"24398",259
"24399",16
"24400",1
"24401",26
"24402",3
"24403",54
"24404",6
"24405",93
"24406",44
"24407",57
"24408",56
"24409",23
"24410",10
"24411",205
"24412",106
"24413",21
"24414",20
"24415",27
"24416",30
"24417",19
"24418",4
"24419",4
"24420",100
"24421",7
"24422",21
"24423",9
"24424",1
"24425",33
"24426",19
"24427",43
"24428",24
"24429",9
"24430",34
"24431",69
"24432",95
"24433",19
"24434",75
"24435",140
"24436",55
"24437",65
"24438",45
"24439",14
"24440",11
"24441",89
"24442",139
"24443",27
"24444",55
"24445",17
"24446",145
"24447",6
"24448",86
"24449",37
"24450",16
"24451",91
"24452",9
"24453",99
"24454",106
"24455",103
"24456",21
"24457",97
"24458",128
"24459",59
"24460",28
"24461",57
"24462",28
"24463",9
"24464",85
"24465",218
"24466",14
"24467",11
"24468",45
"24469",19
"24470",18
"24471",25
"24472",12
"24473",16
"24474",29
"24475",39
"24476",50
"24477",33
"24478",11
"24479",79
"24480",67
"24481",16
"24482",18
"24483",83
"24484",97
"24485",38
"24486",51
"24487",15
"24488",15
"24489",24
"24490",58
"24491",42
"24492",17
"24493",159
"24494",41
"24495",8
"24496",25
"24497",129
"24498",18
"24499",34
"24500",24
"24501",23
"24502",30
"24503",15
"24504",15
"24505",51
"24506",47
"24507",19
"24508",10
"24509",25
"24510",43
"24511",20
"24512",25
"24513",33
"24514",36
"24515",37
"24516",98
"24517",43
"24518",15
"24519",15
"24520",15
"24521",69
"24522",88
"24523",30
"24524",23
"24525",47
"24526",177
"24527",105
"24528",20
"24529",33
"24530",17
"24531",62
"24532",93
"24533",20
"24534",16
"24535",19
"24536",28
"24537",97
"24538",81
"24539",40
"24540",42
"24541",11
"24542",11
"24543",13
"24544",19
"24545",3
"24546",916
"24547",6
"24548",19
"24549",1
"24550",41
"24551",11
"24552",32
"24553",42
"24554",15
"24555",43
"24556",16
"24557",17
"24558",34
"24559",16
"24560",5
"24561",18
"24562",13
"24563",29
"24564",17
"24565",13
"24566",18
"24567",35
"24568",101
"24569",36
"24570",39
"24571",56
"24572",31
"24573",24
"24574",42
"24575",13
"24576",63
"24577",18
"24578",340
"24579",32
"24580",23
"24581",28
"24582",20
"24583",3
"24584",29
"24585",13
"24586",16
"24587",19
"24588",36
"24589",59
"24590",43
"24591",45
"24592",38
"24593",16
"24594",39
"24595",23
"24596",112
"24597",13
"24598",8
"24599",40
"24600",36
"24601",18
"24602",6
"24603",14
"24604",130
"24605",4
"24606",59
"24607",5
"24608",21
"24609",223
"24610",35
"24611",62
"24612",38
"24613",16
"24614",323
"24615",63
"24616",0
"24617",175
"24618",52
"24619",28
"24620",25
"24621",186
"24622",29
"24623",55
"24624",153
"24625",160
"24626",47
"24627",37
"24628",40
"24629",40
"24630",3
"24631",19
"24632",79
"24633",65
"24634",34
"24635",90
"24636",2
"24637",132
"24638",9
"24639",158
"24640",29
"24641",16
"24642",118
"24643",5
"24644",61
"24645",26
"24646",25
"24647",62
"24648",125
"24649",150
"24650",183
"24651",67
"24652",24
"24653",2
"24654",128
"24655",90
"24656",77
"24657",7
"24658",22
"24659",2
"24660",21
"24661",18
"24662",311
"24663",18
"24664",36
"24665",100
"24666",22
"24667",16
"24668",27
"24669",15
"24670",19
"24671",4
"24672",31
"24673",61
"24674",44
"24675",11
"24676",51
"24677",51
"24678",51
"24679",8
"24680",17
"24681",2
"24682",82
"24683",19
"24684",23
"24685",52
"24686",2
"24687",72
"24688",11
"24689",11
"24690",15
"24691",12
"24692",107
"24693",22
"24694",7
"24695",21
"24696",24
"24697",19
"24698",15
"24699",29
"24700",24
"24701",12
"24702",21
"24703",2
"24704",7
"24705",32
"24706",18
"24707",8
"24708",2
"24709",7
"24710",29
"24711",26
"24712",0
"24713",57
"24714",29
"24715",176
"24716",34
"24717",62
"24718",6
"24719",34
"24720",46
"24721",18
"24722",23
"24723",26
"24724",56
"24725",5
"24726",17
"24727",10
"24728",114
"24729",2
"24730",7
"24731",68
"24732",64
"24733",66
"24734",18
"24735",5
"24736",15
"24737",96
"24738",55
"24739",30
"24740",60
"24741",15
"24742",27
"24743",22
"24744",11
"24745",17
"24746",3
"24747",18
"24748",24
"24749",23
"24750",17
"24751",99
"24752",16
"24753",85
"24754",11
"24755",9
"24756",38
"24757",19
"24758",3
"24759",44
"24760",5
"24761",8
"24762",45
"24763",19
"24764",114
"24765",31
"24766",15
"24767",3
"24768",9
"24769",40
"24770",35
"24771",18
"24772",27
"24773",48
"24774",256
"24775",35
"24776",15
"24777",35
"24778",8
"24779",17
"24780",93
"24781",45
"24782",24
"24783",98
"24784",146
"24785",82
"24786",33
"24787",20
"24788",10
"24789",3
"24790",26
"24791",7
"24792",26
"24793",15
"24794",16
"24795",15
"24796",23
"24797",57
"24798",31
"24799",17
"24800",210
"24801",126
"24802",46
"24803",40
"24804",23
"24805",43
"24806",38
"24807",18
"24808",59
"24809",50
"24810",16
"24811",15
"24812",20
"24813",119
"24814",58
"24815",57
"24816",17
"24817",72
"24818",81
"24819",37
"24820",60
"24821",0
"24822",145
"24823",5
"24824",7
"24825",41
"24826",39
"24827",4
"24828",11
"24829",16
"24830",37
"24831",46
"24832",24
"24833",12
"24834",3
"24835",71
"24836",50
"24837",139
"24838",42
"24839",62
"24840",27
"24841",32
"24842",26
"24843",42
"24844",4
"24845",5
"24846",147
"24847",15
"24848",15
"24849",20
"24850",22
"24851",191
"24852",103
"24853",69
"24854",124
"24855",227
"24856",180
"24857",16
"24858",56
"24859",28
"24860",33
"24861",20
"24862",53
"24863",48
"24864",69
"24865",301
"24866",81
"24867",25
"24868",87
"24869",9
"24870",191
"24871",23
"24872",79
"24873",36
"24874",18
"24875",29
"24876",30
"24877",27
"24878",59
"24879",22
"24880",9
"24881",22
"24882",145
"24883",28
"24884",18
"24885",5
"24886",9
"24887",115
"24888",79
"24889",6
"24890",11
"24891",17
"24892",7
"24893",33
"24894",190
"24895",21
"24896",24
"24897",13
"24898",6
"24899",101
"24900",15
"24901",6
"24902",35
"24903",14
"24904",45
"24905",36
"24906",11
"24907",8
"24908",125
"24909",34
"24910",36
"24911",10
"24912",1
"24913",5
"24914",1
"24915",33
"24916",2
"24917",226
"24918",42
"24919",2
"24920",90
"24921",48
"24922",23
"24923",38
"24924",9
"24925",46
"24926",78
"24927",23
"24928",22
"24929",5
"24930",1
"24931",494
"24932",110
"24933",31
"24934",21
"24935",13
"24936",26
"24937",28
"24938",36
"24939",15
"24940",26
"24941",7
"24942",64
"24943",2
"24944",68
"24945",19
"24946",8
"24947",98
"24948",81
"24949",43
"24950",61
"24951",249
"24952",19
"24953",18
"24954",24
"24955",26
"24956",75
"24957",62
"24958",41
"24959",19
"24960",23
"24961",14
"24962",19
"24963",38
"24964",25
"24965",123
"24966",61
"24967",25
"24968",20
"24969",20
"24970",31
"24971",15
"24972",51
"24973",19
"24974",33
"24975",16
"24976",46
"24977",108
"24978",174
"24979",13
"24980",25
"24981",99
"24982",22
"24983",29
"24984",53
"24985",46
"24986",16
"24987",38
"24988",66
"24989",17
"24990",102
"24991",130
"24992",20
"24993",49
"24994",47
"24995",132
"24996",20
"24997",22
"24998",12
"24999",12
"25000",18
"25001",17
"25002",94
"25003",97
"25004",7
"25005",30
"25006",37
"25007",39
"25008",14
"25009",17
"25010",22
"25011",4
"25012",18
"25013",8
"25014",83
"25015",17
"25016",12
"25017",13
"25018",7
"25019",21
"25020",4
"25021",10
"25022",17
"25023",36
"25024",17
"25025",8
"25026",16
"25027",2
"25028",24
"25029",2
"25030",38
"25031",1
"25032",204
"25033",16
"25034",12
"25035",31
"25036",9
"25037",115
"25038",14
"25039",86
"25040",60
"25041",24
"25042",270
"25043",41
"25044",12
"25045",7
"25046",27
"25047",35
"25048",51
"25049",59
"25050",50
"25051",18
"25052",30
"25053",97
"25054",20
"25055",146
"25056",33
"25057",11
"25058",6
"25059",16
"25060",23
"25061",10
"25062",17
"25063",17
"25064",16
"25065",19
"25066",27
"25067",244
"25068",65
"25069",24
"25070",10
"25071",73
"25072",34
"25073",32
"25074",95
"25075",66
"25076",69
"25077",25
"25078",29
"25079",4
"25080",3
"25081",39
"25082",40
"25083",3
"25084",2
"25085",52
"25086",27
"25087",3
"25088",52
"25089",44
"25090",52
"25091",197
"25092",54
"25093",90
"25094",16
"25095",87
"25096",14
"25097",219
"25098",43
"25099",9
"25100",83
"25101",38
"25102",156
"25103",10
"25104",92
"25105",59
"25106",59
"25107",29
"25108",3
"25109",43
"25110",16
"25111",63
"25112",19
"25113",310
"25114",30
"25115",2
"25116",46
"25117",20
"25118",1
"25119",109
"25120",33
"25121",69
"25122",7
"25123",99
"25124",36
"25125",2
"25126",19
"25127",10
"25128",11
"25129",59
"25130",51
"25131",3
"25132",93
"25133",8
"25134",3
"25135",54
"25136",33
"25137",20
"25138",13
"25139",25
"25140",27
"25141",6
"25142",39
"25143",205
"25144",24
"25145",22
"25146",31
"25147",45
"25148",47
"25149",11
"25150",59
"25151",21
"25152",283
"25153",69
"25154",70
"25155",129
"25156",108
"25157",230
"25158",60
"25159",12
"25160",24
"25161",70
"25162",80
"25163",51
"25164",113
"25165",1
"25166",96
"25167",47
"25168",19
"25169",72
"25170",80
"25171",8
"25172",187
"25173",137
"25174",40
"25175",91
"25176",51
"25177",30
"25178",14
"25179",15
"25180",54
"25181",3
"25182",3
"25183",25
"25184",127
"25185",31
"25186",18
"25187",11
"25188",4
"25189",45
"25190",42
"25191",16
"25192",54
"25193",22
"25194",13
"25195",228
"25196",104
"25197",19
"25198",2
"25199",7
"25200",25
"25201",24
"25202",4
"25203",39
"25204",196
"25205",25
"25206",20
"25207",5
"25208",97
"25209",24
"25210",537
"25211",80
"25212",32
"25213",53
"25214",92
"25215",93
"25216",14
"25217",15
"25218",9
"25219",15
"25220",48
"25221",28
"25222",213
"25223",27
"25224",24
"25225",8
"25226",150
"25227",18
"25228",37
"25229",126
"25230",1
"25231",45
"25232",39
"25233",16
"25234",10
"25235",35
"25236",74
"25237",15
"25238",54
"25239",16
"25240",8
"25241",58
"25242",40
"25243",11
"25244",35
"25245",113
"25246",7
"25247",55
"25248",34
"25249",29
"25250",10
"25251",22
"25252",76
"25253",15
"25254",177
"25255",16
"25256",19
"25257",27
"25258",16
"25259",22
"25260",170
"25261",2
"25262",4
"25263",21
"25264",3
"25265",19
"25266",30
"25267",13
"25268",23
"25269",26
"25270",3
"25271",57
"25272",15
"25273",83
"25274",41
"25275",40
"25276",23
"25277",33
"25278",33
"25279",70
"25280",18
"25281",206
"25282",17
"25283",285
"25284",55
"25285",43
"25286",38
"25287",145
"25288",53
"25289",31
"25290",39
"25291",46
"25292",36
"25293",26
"25294",19
"25295",8
"25296",29
"25297",0
"25298",12
"25299",34
"25300",15
"25301",19
"25302",83
"25303",26
"25304",31
"25305",17
"25306",33
"25307",23
"25308",91
"25309",36
"25310",39
"25311",18
"25312",126
"25313",35
"25314",5
"25315",362
"25316",110
"25317",28
"25318",31
"25319",44
"25320",10
"25321",13
"25322",15
"25323",51
"25324",6
"25325",27
"25326",5
"25327",17
"25328",2
"25329",114
"25330",87
"25331",55
"25332",6
"25333",18
"25334",20
"25335",25
"25336",9
"25337",17
"25338",30
"25339",14
"25340",31
"25341",40
"25342",35
"25343",17
"25344",6
"25345",9
"25346",4
"25347",72
"25348",37
"25349",2
"25350",21
"25351",9
"25352",22
"25353",79
"25354",45
"25355",17
"25356",17
"25357",16
"25358",30
"25359",8
"25360",180
"25361",22
"25362",10
"25363",79
"25364",8
"25365",23
"25366",8
"25367",96
"25368",18
"25369",54
"25370",13
"25371",37
"25372",16
"25373",62
"25374",2
"25375",31
"25376",791
"25377",14
"25378",24
"25379",18
"25380",24
"25381",35
"25382",24
"25383",7
"25384",33
"25385",64
"25386",6
"25387",39
"25388",100
"25389",3
"25390",23
"25391",60
"25392",36
"25393",6
"25394",17
"25395",10
"25396",49
"25397",26
"25398",22
"25399",55
"25400",33
"25401",109
"25402",35
"25403",3
"25404",762
"25405",29
"25406",29
"25407",6
"25408",13
"25409",13
"25410",21
"25411",84
"25412",47
"25413",30
"25414",31
"25415",11
"25416",19
"25417",5
"25418",601
"25419",40
"25420",5
"25421",19
"25422",40
"25423",31
"25424",26
"25425",23
"25426",20
"25427",16
"25428",9
"25429",33
"25430",0
"25431",22
"25432",35
"25433",18
"25434",8
"25435",19
"25436",3
"25437",49
"25438",33
"25439",15
"25440",18
"25441",19
"25442",33
"25443",28
"25444",11
"25445",2
"25446",26
"25447",8
"25448",59
"25449",25
"25450",8
"25451",17
"25452",33
"25453",26
"25454",3
"25455",30
"25456",91
"25457",12
"25458",44
"25459",29
"25460",15
"25461",22
"25462",50
"25463",29
"25464",26
"25465",3
"25466",31
"25467",20
"25468",102
"25469",17
"25470",17
"25471",66
"25472",55
"25473",49
"25474",6
"25475",31
"25476",28
"25477",52
"25478",21
"25479",26
"25480",12
"25481",18
"25482",26
"25483",13
"25484",51
"25485",7
"25486",11
"25487",121
"25488",23
"25489",26
"25490",26
"25491",19
"25492",237
"25493",114
"25494",7
"25495",19
"25496",12
"25497",21
"25498",68
"25499",15
"25500",5
"25501",30
"25502",11
"25503",28
"25504",59
"25505",22
"25506",15
"25507",2
"25508",1
"25509",8
"25510",189
"25511",29
"25512",2
"25513",25
"25514",16
"25515",12
"25516",173
"25517",238
"25518",20
"25519",73
"25520",69
"25521",39
"25522",15
"25523",19
"25524",67
"25525",5
"25526",18
"25527",39
"25528",28
"25529",30
"25530",4
"25531",38
"25532",18
"25533",20
"25534",1
"25535",9
"25536",5
"25537",41
"25538",7
"25539",24
"25540",51
"25541",3
"25542",6
"25543",11
"25544",34
"25545",29
"25546",16
"25547",15
"25548",36
"25549",11
"25550",27
"25551",37
"25552",15
"25553",35
"25554",6
"25555",31
"25556",50
"25557",52
"25558",40
"25559",18
"25560",32
"25561",34
"25562",37
"25563",2
"25564",23
"25565",34
"25566",50
"25567",2
"25568",17
"25569",2
"25570",15
"25571",137
"25572",4
"25573",7
"25574",17
"25575",72
"25576",9
"25577",42
"25578",14
"25579",6
"25580",26
"25581",89
"25582",30
"25583",39
"25584",4
"25585",26
"25586",24
"25587",13
"25588",8
"25589",15
"25590",16
"25591",7
"25592",34
"25593",28
"25594",79
"25595",17
"25596",14
"25597",35
"25598",42
"25599",13
"25600",20
"25601",54
"25602",54
"25603",18
"25604",9
"25605",4
"25606",16
"25607",10
"25608",51
"25609",57
"25610",8
"25611",28
"25612",41
"25613",1
"25614",10
"25615",32
"25616",27
"25617",17
"25618",43
"25619",28
"25620",4
"25621",27
"25622",22
"25623",19
"25624",16
"25625",14
"25626",25
"25627",5
"25628",11
"25629",81
"25630",49
"25631",16
"25632",0
"25633",78
"25634",21
"25635",25
"25636",54
"25637",10
"25638",5
"25639",2
"25640",18
"25641",1
"25642",63
"25643",26
"25644",28
"25645",40
"25646",8
"25647",4
"25648",38
"25649",26
"25650",44
"25651",83
"25652",40
"25653",33
"25654",31
"25655",35
"25656",37
"25657",15
"25658",7
"25659",41
"25660",32
"25661",20
"25662",15
"25663",27
"25664",18
"25665",58
"25666",82
"25667",52
"25668",37
"25669",17
"25670",39
"25671",54
"25672",16
"25673",15
"25674",12
"25675",18
"25676",3
"25677",19
"25678",0
"25679",15
"25680",27
"25681",34
"25682",33
"25683",2
"25684",36
"25685",15
"25686",61
"25687",14
"25688",3
"25689",43
"25690",57
"25691",2
"25692",20
"25693",511
"25694",8
"25695",16
"25696",29
"25697",21
"25698",5
"25699",20
"25700",53
"25701",219
"25702",234
"25703",2
"25704",9
"25705",1
"25706",3
"25707",18
"25708",18
"25709",15
"25710",10
"25711",16
"25712",37
"25713",3
"25714",25
"25715",38
"25716",19
"25717",17
"25718",5
"25719",16
"25720",13
"25721",2
"25722",88
"25723",14
"25724",43
"25725",13
"25726",6
"25727",49
"25728",22
"25729",11
"25730",31
"25731",2
"25732",10
"25733",2
"25734",8
"25735",41
"25736",29
"25737",12
"25738",34
"25739",89
"25740",121
"25741",609
"25742",60
"25743",58
"25744",24
"25745",21
"25746",7
"25747",3
"25748",62
"25749",16
"25750",16
"25751",103
"25752",31
"25753",4
"25754",20
"25755",37
"25756",15
"25757",9
"25758",53
"25759",5
"25760",2
"25761",54
"25762",1
"25763",8
"25764",23
"25765",3
"25766",21
"25767",28
"25768",18
"25769",19
"25770",27
"25771",18
"25772",14
"25773",7
"25774",1
"25775",121
"25776",15
"25777",14
"25778",19
"25779",21
"25780",503
"25781",43
"25782",5
"25783",163
"25784",14
"25785",17
"25786",13
"25787",52
"25788",40
"25789",18
"25790",20
"25791",7
"25792",20
"25793",24
"25794",74
"25795",5
"25796",3
"25797",16
"25798",5
"25799",29
"25800",21
"25801",21
"25802",5
"25803",26
"25804",15
"25805",25
"25806",36
"25807",33
"25808",17
"25809",8
"25810",6
"25811",57
"25812",12
"25813",22
"25814",25
"25815",7
"25816",21
"25817",21
"25818",5
"25819",22
"25820",65
"25821",13
"25822",21
"25823",47
"25824",60
"25825",93
"25826",76
"25827",31
"25828",4
"25829",8
"25830",5
"25831",24
"25832",28
"25833",33
"25834",66
"25835",24
"25836",31
"25837",6
"25838",11
"25839",20
"25840",12
"25841",121
"25842",74
"25843",32
"25844",36
"25845",122
"25846",19
"25847",20
"25848",12
"25849",17
"25850",129
"25851",26
"25852",18
"25853",4
"25854",20
"25855",14
"25856",20
"25857",16
"25858",19
"25859",18
"25860",26
"25861",17
"25862",241
"25863",12
"25864",13
"25865",16
"25866",12
"25867",17
"25868",17
"25869",33
"25870",18
"25871",36
"25872",2
"25873",22
"25874",20
"25875",40
"25876",30
"25877",34
"25878",110
"25879",38
"25880",20
"25881",26
"25882",59
"25883",15
"25884",14
"25885",18
"25886",44
"25887",8
"25888",20
"25889",97
"25890",31
"25891",41
"25892",16
"25893",355
"25894",15
"25895",12
"25896",113
"25897",117
"25898",45
"25899",55
"25900",6
"25901",11
"25902",5
"25903",23
"25904",21
"25905",28
"25906",8
"25907",10
