"","origin_regionMidwest","origin_regionNortheast","origin_regionSouth","origin_regionWest","dest_regionMidwest","dest_regionNortheast","dest_regionSouth","dest_regionWest","UNIQUE_CARRIER","DEP_DEL15","ARR_DELAY_NEW","AIR_TIME","DISTANCE","max_delay","dept_time","arr_time"
"42190",0,0,0,1,0,0,1,0,"WN",1,26,172,1670,"carrier",910,1216
"50255",0,0,1,0,0,0,0,1,"AA",1,63,233,1670,"carrier",1071,1210
"82256",0,0,0,1,0,0,0,1,"OO",1,40,59,329,"carrier",816,914
"5362",0,0,1,0,0,1,0,0,"B6",1,233,119,972,"carrier",38,173
"53866",0,0,1,0,0,0,1,0,"DL",1,28,59,366,"nas",885,963
"66899",1,0,0,0,1,0,0,0,"WN",0,22,48,226,"security",445,482
"63962",0,0,1,0,0,0,0,1,"VX",1,121,236,1476,"security",863,1011
"64475",0,0,1,0,0,0,1,0,"WN",0,24,170,917,"security",638,764
"45899",1,0,0,0,0,0,1,0,"WN",1,24,76,611,"weather",628,789
"94233",0,0,0,1,0,0,0,1,"WN",1,42,78,507,"weather",1090,1187
"39091",0,1,0,0,0,0,0,1,"UA",1,200,385,2704,"security",1275,65
"82570",1,0,0,0,1,0,0,0,"OO",1,38,60,349,"carrier",693,788
"73540",0,0,0,1,0,0,0,1,"AS",0,18,162,1050,"security",1167,1358
"51764",0,1,0,0,0,0,1,0,"B6",1,106,143,1041,"weather",519,691
"84958",1,0,0,0,1,0,0,0,"OO",0,36,35,157,"security",1144,1288
"45398",0,0,0,1,0,0,1,0,"WN",1,43,143,1243,"carrier",801,1083
"790",0,0,1,0,0,0,0,1,"AA",1,39,240,1727,"carrier",1197,1351
"70729",0,1,0,0,0,0,1,0,"AA",0,49,188,944,"security",1118,1345
"69642",0,0,1,0,0,0,1,0,"AA",1,36,35,192,"carrier",1279,1339
"18215",0,0,0,1,0,0,1,0,"WN",1,19,48,347,"carrier",1030,1089
"62787",0,0,0,1,0,0,0,1,"VX",0,33,45,236,"security",505,593
"52671",0,1,0,0,0,0,0,1,"B6",1,41,352,2704,"weather",1139,1335
"32587",0,0,0,1,0,0,0,1,"NK",0,45,60,236,"security",479,576
"61992",1,0,0,0,0,1,0,0,"UA",1,39,95,733,"carrier",1204,1377
"80581",0,0,1,0,0,0,1,0,"NK",1,46,58,404,"security",1306,1384
"68897",0,0,0,1,0,0,1,0,"WN",0,18,252,2106,"weather",835,1288
"33872",0,0,1,0,0,0,0,1,"NK",1,15,121,868,"security",1432,70
"12471",0,0,0,1,0,0,0,1,"OO",1,55,33,160,"carrier",832,886
"37712",1,0,0,0,0,0,0,1,"OO",1,98,228,1437,"weather",621,814
"90195",0,0,1,0,0,0,0,1,"WN",1,38,107,580,"security",893,958
"78166",1,0,0,0,0,0,1,0,"EV",1,61,93,585,"weather",1227,1341
"73725",0,1,0,0,0,0,1,0,"B6",1,34,129,950,"carrier",1014,1191
"93017",0,0,1,0,0,0,1,0,"WN",1,38,115,973,"weather",1045,1238
"96579",0,0,1,0,0,0,1,0,"AA",1,101,152,1032,"carrier",881,998
"58928",0,0,1,0,0,0,1,0,"EV",1,108,95,383,"weather",557,676
"2855",0,0,1,0,0,1,0,0,"AA",1,44,65,399,"carrier",804,884
"32692",0,0,1,0,0,1,0,0,"NK",1,62,112,946,"security",694,852
"26979",0,0,0,1,0,0,1,0,"DL",1,28,224,1946,"carrier",1379,361
"11388",0,0,0,1,0,0,0,1,"OO",1,41,95,575,"weather",1352,0
"4200",0,0,0,1,0,0,0,1,"AS",1,48,36,224,"carrier",1364,1427
"35981",1,0,0,0,1,0,0,0,"OO",1,37,51,222,"carrier",1017,1046
"32732",0,1,0,0,0,0,1,0,"NK",1,33,164,1076,"security",976,1161
"16873",0,0,1,0,0,0,0,1,"WN",1,38,182,1199,"nas",1031,1118
"60412",1,0,0,0,0,1,0,0,"EV",1,60,69,615,"carrier",692,772
"38655",1,0,0,0,0,0,0,1,"UA",0,42,211,1186,"security",553,734
"92852",0,0,1,0,0,0,1,0,"WN",0,47,125,925,"security",648,852
"63478",0,0,0,1,0,0,0,1,"VX",0,15,42,236,"carrier",1069,1135
"31940",0,0,1,0,0,0,0,1,"F9",1,43,240,1747,"carrier",1191,1281
"19154",0,0,1,0,0,0,1,0,"WN",1,19,74,496,"carrier",1239,1269
"11206",1,0,0,0,1,0,0,0,"OO",1,96,34,199,"weather",19,69
"96762",0,0,1,0,0,1,0,0,"AA",0,15,147,951,"security",1166,1335
"36848",1,0,0,0,1,0,0,0,"OO",1,171,35,166,"carrier",913,968
"54598",0,0,1,0,0,0,0,1,"DL",1,256,178,1199,"nas",708,842
"71184",0,0,1,0,0,0,0,1,"AA",0,38,236,1431,"security",669,819
"84598",0,0,0,1,0,0,0,1,"OO",0,18,75,521,"security",356,550
"55586",1,0,0,0,0,0,1,0,"DL",1,26,64,456,"weather",1103,1127
"1073",0,0,1,0,0,0,0,1,"AA",0,31,323,2077,"security",475,650
"88045",0,0,0,1,0,0,0,1,"UA",1,45,79,337,"carrier",773,877
"74866",0,1,0,0,0,0,0,1,"B6",0,27,385,2586,"security",698,940
"37159",0,0,1,0,0,0,0,1,"OO",0,31,262,1504,"security",846,1007
"9136",1,0,0,0,0,0,1,0,"EV",1,78,62,475,"carrier",1139,1286
"4824",0,0,0,1,0,0,0,1,"AS",1,27,180,1448,"carrier",652,917
"79769",0,0,1,0,0,0,0,1,"F9",0,19,304,2039,"security",472,618
"80561",0,0,1,0,0,0,1,0,"NK",1,121,109,925,"security",1368,61
"63601",0,0,0,1,0,0,0,1,"VX",1,38,43,236,"security",787,868
"12903",1,0,0,0,1,0,0,0,"OO",1,176,34,198,"nas",920,976
"33203",1,0,0,0,0,0,0,1,"NK",1,36,262,1744,"security",379,542
"71043",0,0,1,0,0,0,0,1,"AA",0,18,157,989,"weather",1066,1179
"88130",1,0,0,0,0,1,0,0,"UA",1,17,104,733,"weather",500,683
"67625",0,0,1,0,0,0,1,0,"WN",1,227,82,577,"carrier",46,147
"23466",0,0,0,1,0,0,1,0,"AA",1,362,142,1126,"carrier",1139,1424
"62564",0,0,0,1,0,0,0,1,"VX",1,77,40,236,"security",1118,1177
"27270",0,0,1,0,0,0,1,0,"DL",1,25,33,214,"weather",2,56
"93016",0,0,1,0,1,0,0,0,"WN",1,21,59,460,"weather",578,651
"15385",0,1,0,0,0,0,0,1,"UA",0,50,437,2704,"security",641,924
"40633",0,0,1,0,0,0,1,0,"UA",0,22,197,1208,"security",1073,1251
"24477",0,0,1,0,0,0,0,1,"AA",1,82,351,2342,"security",972,1213
"9168",1,0,0,0,0,1,0,0,"EV",1,141,120,872,"carrier",756,986
"80393",0,0,0,1,0,0,0,1,"NK",1,25,136,867,"security",691,857
"51020",0,0,0,1,0,0,0,1,"AS",0,17,386,2603,"security",415,702
"64854",0,0,1,0,1,0,0,0,"WN",1,39,146,949,"carrier",1056,1159
"39653",0,0,1,0,0,0,1,0,"UA",1,59,137,964,"carrier",1137,1263
"81834",0,0,0,1,0,0,0,1,"OO",1,131,119,737,"carrier",1244,1335
"71608",0,0,0,1,0,0,1,0,"AA",1,110,129,1205,"carrier",868,1175
"33820",0,0,1,0,0,0,0,1,"NK",1,31,237,1670,"weather",1117,1262
"92159",0,0,0,1,0,0,0,1,"WN",1,24,63,371,"carrier",983,1059
"62804",0,0,1,0,0,0,0,1,"VX",1,78,145,1067,"carrier",1256,1298
"3427",0,0,0,1,0,0,0,1,"AS",1,36,132,978,"weather",1155,1316
"57925",0,0,1,0,0,0,1,0,"DL",1,31,41,226,"carrier",597,676
"40334",0,0,0,1,0,0,0,1,"UA",1,38,62,337,"carrier",671,761
"7468",0,0,1,0,1,0,0,0,"DL",1,22,152,1084,"carrier",778,945
"51280",0,0,0,1,0,0,0,1,"B6",0,29,67,402,"security",693,791
"93454",0,0,0,1,0,1,0,0,"WN",0,18,212,1620,"security",621,973
"68826",0,0,1,0,0,0,1,0,"WN",1,22,59,441,"carrier",1196,1282
"53748",0,0,0,1,0,0,1,0,"DL",1,16,244,2218,"weather",1414,427
"23594",1,0,0,0,1,0,0,0,"AA",0,56,55,235,"security",1097,1185
"75554",0,0,0,1,1,0,0,0,"DL",1,31,89,680,"security",825,1021
"63308",0,0,0,1,0,0,0,1,"VX",1,24,70,447,"carrier",743,839
"80622",0,1,0,0,0,0,1,0,"NK",1,64,138,977,"security",478,650
"62977",0,0,1,0,0,0,0,1,"VX",1,91,346,2584,"weather",696,911
"46594",0,0,1,0,0,0,1,0,"WN",1,38,40,189,"carrier",1209,1263
"48072",0,0,0,1,0,0,0,1,"WN",1,151,107,628,"carrier",1043,1106
"36887",0,0,1,0,0,0,0,1,"OO",0,35,191,1087,"security",404,559
"43743",0,0,0,1,0,0,0,1,"WN",1,25,97,628,"carrier",697,750
"79064",0,0,1,0,0,0,0,1,"F9",0,40,286,2139,"security",456,650
"90183",1,0,0,0,0,0,1,0,"WN",1,91,70,447,"carrier",745,851
"14320",0,0,1,0,0,1,0,0,"UA",1,143,167,1400,"weather",682,945
"72805",0,0,0,1,1,0,0,0,"AS",0,15,220,1721,"security",431,800
"94732",0,0,1,0,0,0,1,0,"WN",1,48,146,998,"carrier",1249,1363
"94647",0,0,1,0,0,0,0,1,"WN",0,23,160,1014,"security",1001,1133
"34044",0,0,0,1,0,0,0,1,"OO",1,42,93,605,"carrier",901,1015
"38250",0,0,1,0,0,1,0,0,"UA",1,37,125,937,"security",841,1006
"92329",0,0,0,1,0,0,0,1,"WN",1,38,63,372,"carrier",1157,1248
"10355",0,0,1,0,0,0,1,0,"EV",1,26,41,241,"carrier",659,664
"90755",0,0,0,1,0,0,0,1,"WN",0,18,58,308,"security",475,558
"33609",1,0,0,0,0,0,1,0,"NK",1,78,104,802,"carrier",1331,17
"51754",0,1,0,0,0,0,0,1,"B6",0,26,368,2521,"weather",1188,1413
"52310",0,1,0,0,0,0,1,0,"B6",1,33,177,1197,"weather",490,691
"69389",0,0,0,1,0,1,0,0,"AA",1,147,315,2586,"weather",557,1112
"39396",0,0,0,1,0,0,0,1,"UA",1,188,149,967,"carrier",988,1100
"14834",1,0,0,0,0,0,0,1,"UA",0,38,213,1250,"security",550,732
"33031",0,0,1,0,0,1,0,0,"NK",1,77,135,1076,"security",1302,16
"60837",1,0,0,0,1,0,0,0,"OO",0,16,41,166,"security",823,910
"5570",0,1,0,0,0,0,1,0,"B6",1,23,203,1608,"carrier",1417,261
"82680",0,0,0,1,1,0,0,0,"OO",1,48,39,298,"carrier",1240,1365
"20644",1,0,0,0,1,0,0,0,"WN",1,57,72,423,"weather",1000,1082
"52370",0,0,0,1,0,0,0,1,"B6",1,33,68,354,"carrier",662,763
"13250",1,0,0,0,1,0,0,0,"OO",1,48,25,116,"carrier",972,1016
"31537",0,0,1,0,1,0,0,0,"F9",1,347,180,1144,"carrier",143,294
"60291",0,0,1,0,0,0,1,0,"EV",0,16,44,241,"security",382,550
"24849",0,0,0,1,0,0,0,1,"B6",1,20,80,588,"carrier",1182,1337
"61629",0,1,0,0,0,0,1,0,"UA",1,83,125,1023,"carrier",1166,1315
"47145",0,0,0,1,0,0,0,1,"WN",1,109,88,368,"security",1337,1399
"91069",0,0,0,1,0,0,0,1,"WN",0,17,81,369,"carrier",738,772
"83237",0,0,0,1,0,0,0,1,"OO",1,613,39,222,"nas",465,552
"36001",0,0,0,1,0,0,0,1,"OO",1,91,30,89,"carrier",955,1013
"30499",0,0,1,0,0,0,1,0,"EV",1,33,55,352,"carrier",1095,1232
"80423",0,0,1,0,0,0,0,1,"NK",1,59,164,1222,"security",1221,1286
"43858",0,0,1,0,0,1,0,0,"WN",0,17,46,289,"security",651,742
"30661",0,0,1,0,0,0,1,0,"EV",1,38,65,503,"carrier",1124,1268
"9494",1,0,0,0,0,1,0,0,"EV",1,55,67,479,"carrier",1076,1184
"6300",0,1,0,0,0,1,0,0,"B6",1,46,42,209,"carrier",1411,43
"66920",0,0,0,1,0,0,0,1,"WN",1,36,141,862,"weather",1304,1406
"64841",0,0,1,0,0,0,0,1,"WN",1,63,257,1476,"security",966,1123
"87795",1,0,0,0,1,0,0,0,"UA",1,30,44,316,"carrier",1215,1341
"29282",0,1,0,0,1,0,0,0,"EV",1,23,150,872,"weather",952,1079
"90536",1,0,0,0,0,0,0,1,"WN",1,40,247,1590,"weather",1108,1200
"19604",0,0,0,1,0,0,0,1,"WN",1,18,58,337,"carrier",706,778
"76905",1,0,0,0,1,0,0,0,"DL",0,21,43,235,"security",1215,1263
"21802",1,0,0,0,0,0,0,1,"AA",1,32,198,1488,"carrier",1153,1245
"2986",0,0,1,0,0,0,1,0,"AA",0,26,56,312,"security",471,585
"83663",1,0,0,0,1,0,0,0,"OO",0,15,34,155,"security",518,601
"66491",0,0,0,1,1,0,0,0,"WN",1,28,123,1139,"weather",811,1098
"91429",0,0,0,1,0,0,0,1,"WN",1,31,132,859,"carrier",669,811
"65591",0,1,0,0,0,0,1,0,"WN",1,27,141,920,"carrier",975,1142
"81824",0,0,0,1,0,0,0,1,"OO",0,24,62,438,"security",583,709
"35121",0,0,0,1,0,0,0,1,"OO",1,27,22,73,"carrier",855,905
"38078",0,0,0,1,0,0,0,1,"UA",1,35,80,550,"weather",785,885
"55092",1,0,0,0,0,0,0,1,"DL",1,116,301,2079,"security",1058,1210
"9234",1,0,0,0,1,0,0,0,"EV",1,164,25,67,"weather",691,761
"18806",1,0,0,0,0,0,1,0,"WN",1,41,144,937,"weather",466,631
"57068",0,0,1,0,0,0,1,0,"DL",0,26,100,581,"weather",539,669
"72927",0,0,0,1,0,0,0,1,"AS",1,40,40,224,"weather",1436,53
"84157",1,0,0,0,1,0,0,0,"OO",1,47,33,155,"nas",989,1072
"36079",0,0,0,1,0,0,0,1,"OO",1,145,120,737,"weather",556,658
"77516",0,0,1,0,0,0,1,0,"DL",1,37,81,577,"weather",945,1060
"5659",0,0,1,0,0,0,1,0,"B6",1,38,102,674,"carrier",577,637
"60496",0,0,1,0,0,0,1,0,"EV",0,38,93,448,"security",393,586
"34607",0,0,0,1,0,0,0,1,"OO",1,108,34,160,"carrier",792,847
"57049",0,0,1,0,1,0,0,0,"DL",1,111,68,484,"weather",46,72
"88668",0,0,0,1,0,0,1,0,"UA",1,39,150,1222,"carrier",107,408
"19353",1,0,0,0,0,0,1,0,"WN",1,175,82,528,"carrier",831,940
"35813",0,0,0,1,0,0,0,1,"OO",1,115,81,599,"carrier",742,920
"65147",0,0,0,1,0,0,0,1,"WN",1,30,48,258,"carrier",721,785
"74533",0,0,1,0,0,0,0,1,"B6",1,22,308,2269,"weather",1080,1235
"50673",0,0,0,1,0,0,1,0,"AA",1,39,144,1242,"weather",782,1093
"80346",0,0,1,0,0,1,0,0,"NK",1,37,128,956,"security",653,797
"51143",0,0,1,0,0,1,0,0,"B6",0,31,149,1065,"security",1083,1280
"48683",0,0,1,0,1,0,0,0,"WN",1,22,130,869,"carrier",817,902
"40748",0,0,1,0,0,0,1,0,"WN",1,22,44,239,"weather",447,507
"35152",0,0,0,1,0,0,0,1,"OO",1,22,60,421,"carrier",545,644
"11976",0,0,0,1,0,0,0,1,"OO",1,68,88,651,"carrier",1257,1427
"28928",1,0,0,0,1,0,0,0,"EV",1,46,39,173,"carrier",775,831
"26844",0,1,0,0,0,0,0,1,"DL",0,22,256,1626,"weather",973,1151
"74727",0,0,0,1,0,0,1,0,"B6",1,114,272,2584,"carrier",863,1351
"75498",0,0,0,1,0,0,0,1,"DL",0,21,139,954,"security",660,851
"13950",0,0,0,1,0,0,0,1,"OO",1,179,34,86,"carrier",1114,1176
"50015",0,0,1,0,0,0,1,0,"AA",0,15,175,1102,"security",699,850
"57942",0,0,1,0,0,0,1,0,"DL",1,16,56,332,"weather",1177,1192
"49074",0,0,1,0,0,0,1,0,"AA",0,15,110,651,"security",998,1085
"37457",1,0,0,0,1,0,0,0,"OO",1,73,23,74,"carrier",912,958
"41337",0,0,1,0,1,0,0,0,"WN",1,36,105,692,"weather",1398,21
"1141",0,0,1,0,1,0,0,0,"AA",1,96,171,1197,"carrier",1016,1161
"89185",0,0,1,0,0,0,0,1,"UA",0,28,332,2446,"security",409,609
"7707",1,0,0,0,1,0,0,0,"DL",1,72,65,448,"weather",976,1082
"49220",0,1,0,0,0,1,0,0,"AA",0,16,55,280,"security",424,514
"79563",0,0,1,0,0,0,0,1,"F9",1,194,318,2149,"security",7,164
"58048",0,0,0,1,0,0,0,1,"DL",1,38,85,588,"carrier",962,1007
"41146",0,0,0,1,0,0,0,1,"WN",1,40,82,480,"carrier",1208,1305
"54256",0,0,0,1,0,0,0,1,"DL",1,75,88,626,"carrier",1197,1365
"76545",0,0,0,1,1,0,0,0,"DL",1,32,187,1522,"weather",557,889
"16269",0,0,0,1,0,0,1,0,"WN",1,76,132,1090,"carrier",1272,106
"94135",0,0,1,0,0,0,1,0,"WN",1,20,68,419,"carrier",920,1000
"45930",1,0,0,0,0,0,0,1,"WN",0,43,249,1521,"security",757,903
"90185",1,0,0,0,0,0,0,1,"WN",1,22,171,1154,"carrier",1155,1232
"87390",0,0,0,1,0,0,0,1,"UA",1,69,324,2398,"weather",1039,1299
"72834",0,0,0,1,0,0,0,1,"AS",1,23,133,859,"carrier",605,756
"65625",0,0,0,1,0,0,0,1,"WN",1,61,120,646,"security",1380,26
"62855",1,0,0,0,0,0,0,1,"VX",1,81,288,1846,"security",1208,1416
"7105",0,0,0,1,0,0,0,1,"DL",1,51,109,590,"security",538,631
"41083",0,0,0,1,1,0,0,0,"WN",1,35,165,1444,"carrier",1265,80
"51486",0,1,0,0,1,0,0,0,"B6",0,23,152,740,"security",924,1065
"91434",0,0,0,1,0,0,0,1,"WN",0,19,148,978,"security",746,924
"69079",0,0,1,0,0,0,1,0,"AA",1,91,41,175,"nas",396,463
"70268",0,0,0,1,0,0,0,1,"AA",1,150,279,2615,"carrier",1134,117
"45597",0,0,0,1,0,0,0,1,"WN",0,21,144,846,"security",781,881
"11666",0,0,0,1,0,0,0,1,"OO",1,42,77,599,"weather",800,973
"75950",0,0,0,1,0,0,0,1,"DL",1,74,66,373,"carrier",1022,1112
"42495",0,0,0,1,0,0,0,1,"WN",1,36,47,325,"carrier",983,1046
"41845",0,0,0,1,0,0,1,0,"WN",1,28,67,541,"weather",619,768
"2667",0,0,1,0,0,0,0,1,"AA",1,150,146,1055,"carrier",1034,1090
"14214",0,0,1,0,0,1,0,0,"UA",0,33,125,937,"security",958,1142
"40984",1,0,0,0,0,0,1,0,"WN",0,16,84,480,"weather",577,681
"74397",0,1,0,0,0,0,0,1,"B6",0,29,354,2217,"security",1130,1327
"463",0,1,0,0,0,1,0,0,"AA",0,15,66,280,"security",1061,1146
"58536",0,0,1,0,0,0,1,0,"DL",1,115,49,250,"weather",557,700
"87821",0,0,1,0,0,0,0,1,"UA",1,25,189,1195,"weather",1076,1225
"68530",0,0,0,1,0,0,0,1,"WN",1,39,62,342,"carrier",1040,1124
"25460",0,0,1,0,0,0,1,0,"DL",0,15,67,259,"security",534,621
"82533",1,0,0,0,1,0,0,0,"OO",1,92,24,67,"carrier",1298,1343
"32351",0,0,0,1,0,0,0,1,"HA",1,38,38,216,"carrier",1261,1318
"56078",1,0,0,0,0,0,1,0,"DL",0,15,118,907,"security",320,554
"41967",0,0,1,0,0,0,1,0,"WN",1,63,107,677,"carrier",922,1003
"5004",0,0,0,1,0,0,0,1,"AS",1,70,129,867,"carrier",989,1144
"70769",0,1,0,0,0,0,1,0,"AA",0,51,211,1389,"security",611,875
"53155",0,0,1,0,0,0,1,0,"B6",1,114,134,759,"carrier",1215,1379
"72844",0,0,0,1,0,0,0,1,"AS",0,15,124,867,"carrier",844,988
"4924",0,0,0,1,0,0,1,0,"AS",1,15,241,2182,"weather",1020,14
